Name,Code,Code description,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,Device type,Device serial number
1,,,282519.179,4824781.274,51.020,0,-5.69203529,43.54429002,51.020,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:03:19.0 UTC+02:00,2026-04-30 12:03:19.0 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2979.704,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
2,,,282529.029,4824782.024,50.957,10,-5.69191380,43.54429964,50.957,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:03:26.4 UTC+02:00,2026-04-30 12:03:26.4 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2981.321,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,12,0,Reach RS3,824349ADB8F8C4C3
3,,,282538.140,4824781.700,50.960,5,-5.69180101,43.54429937,50.960,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:03:32.8 UTC+02:00,2026-04-30 12:03:32.8 UTC+02:00,1,1.2,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2983.830,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,12,0,Reach RS3,824349ADB8F8C4C3
4,,,282548.090,4824780.650,50.898,10,-5.69167756,43.54429283,50.898,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:03:39.8 UTC+02:00,2026-04-30 12:03:39.8 UTC+02:00,1,1.3,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2987.275,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
5,,,282559.671,4824781.049,50.947,30,-5.69153452,43.54429979,50.947,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:03:48.0 UTC+02:00,2026-04-30 12:03:48.0 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2989.749,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
6,,,282566.888,4824782.061,50.949,50,-5.69144569,43.54431100,50.949,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:03:53.8 UTC+02:00,2026-04-30 12:03:53.8 UTC+02:00,1,1.3,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2990.575,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
7,,,282575.147,4824785.134,50.879,100,-5.69134480,43.54434104,50.879,Global,0.010,0.010,0.013,0.014,1.934,m,FIX,RTK,2026-04-30 12:04:00.4 UTC+02:00,2026-04-30 12:04:00.4 UTC+02:00,1,1.3,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2989.694,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
8,,,282580.542,4824788.817,50.754,100,-5.69127957,43.54437574,50.754,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:04:05.4 UTC+02:00,2026-04-30 12:04:05.4 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2987.517,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,10,0,Reach RS3,824349ADB8F8C4C3
9,,,282585.856,4824790.526,50.678,100,-5.69121454,43.54439266,50.678,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:04:09.6 UTC+02:00,2026-04-30 12:04:09.6 UTC+02:00,1,1.3,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2987.236,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
10,,,282594.967,4824791.580,50.664,100,-5.69110231,43.54440479,50.664,Global,0.010,0.010,0.013,0.014,1.934,m,FIX,RTK,2026-04-30 12:04:15.2 UTC+02:00,2026-04-30 12:04:15.2 UTC+02:00,1,1.7,2.1,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2988.583,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
11,,,282600.971,4824795.088,50.745,100,-5.69102947,43.54443809,50.745,Global,0.010,0.010,0.013,0.014,1.934,m,FIX,RTK,2026-04-30 12:04:20.2 UTC+02:00,2026-04-30 12:04:20.2 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2986.770,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
12,,,282603.981,4824799.462,50.627,100,-5.69099401,43.54447831,50.627,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 12:04:24.8 UTC+02:00,2026-04-30 12:04:24.8 UTC+02:00,1,2.1,2.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2983.352,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
13,,,282604.957,4824803.323,50.688,100,-5.69098348,43.54451332,50.688,Global,0.010,0.013,0.017,0.016,1.934,m,FIX,RTK,2026-04-30 12:04:28.4 UTC+02:00,2026-04-30 12:04:28.4 UTC+02:00,1,1.7,2.0,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2979.888,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
14,,,282604.472,4824805.337,50.668,100,-5.69099029,43.54453129,50.668,Global,0.010,0.010,0.013,0.014,1.934,m,FIX,RTK,2026-04-30 12:04:30.8 UTC+02:00,2026-04-30 12:04:30.8 UTC+02:00,1,1.6,2.0,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2977.820,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
15,,,282600.813,4824811.613,50.704,0,-5.69103805,43.54458668,50.704,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:04:38.4 UTC+02:00,2026-04-30 12:04:38.4 UTC+02:00,1,1.6,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2970.802,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
16,,,282595.863,4824812.130,50.704,0,-5.69109946,43.54458989,50.704,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:04:44.6 UTC+02:00,2026-04-30 12:04:44.6 UTC+02:00,1,1.6,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2968.999,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
17,,,282585.999,4824808.219,50.645,10,-5.69121986,43.54455184,50.645,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:04:58.8 UTC+02:00,2026-04-30 12:04:58.8 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2970.197,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
18,,,282578.738,4824805.672,50.637,80,-5.69130862,43.54452681,50.637,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:05:10.0 UTC+02:00,2026-04-30 12:05:10.0 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2970.781,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,12,0,Reach RS3,824349ADB8F8C4C3
19,,,282574.839,4824809.005,50.659,100,-5.69135817,43.54455565,50.659,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:05:16.8 UTC+02:00,2026-04-30 12:05:16.8 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2966.561,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,12,0,Reach RS3,824349ADB8F8C4C3
20,,,282568.206,4824808.610,50.630,0,-5.69144003,43.54455017,50.630,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:05:26.4 UTC+02:00,2026-04-30 12:05:26.4 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2965.253,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,12,0,Reach RS3,824349ADB8F8C4C3
21,,,282565.303,4824806.423,50.612,0,-5.69147504,43.54452966,50.612,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:05:30.8 UTC+02:00,2026-04-30 12:05:30.8 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2966.631,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
22,,,282561.132,4824803.243,50.702,0,-5.69152534,43.54449983,50.702,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:05:36.4 UTC+02:00,2026-04-30 12:05:36.4 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2968.652,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
23,,,282556.183,4824797.878,50.880,0,-5.69158439,43.54445014,50.880,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:05:43.8 UTC+02:00,2026-04-30 12:05:43.8 UTC+02:00,1,1.6,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2972.597,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
24,,,282547.720,4824793.758,50.832,20,-5.69168738,43.54441062,50.832,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:05:52.0 UTC+02:00,2026-04-30 12:05:52.0 UTC+02:00,1,1.6,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2974.490,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,12,0,Reach RS3,824349ADB8F8C4C3
25,,,282539.035,4824794.064,50.774,10,-5.69179490,43.54441084,50.774,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:05:58.6 UTC+02:00,2026-04-30 12:05:58.6 UTC+02:00,1,1.7,2.0,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2972.069,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,12,0,Reach RS3,824349ADB8F8C4C3
26,,,282530.782,4824795.001,50.851,0,-5.69189731,43.54441686,50.851,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:06:04.2 UTC+02:00,2026-04-30 12:06:04.2 UTC+02:00,1,1.6,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2969.159,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,12,0,Reach RS3,824349ADB8F8C4C3
27,,,282525.634,4824795.249,50.861,0,-5.69196107,43.54441760,50.861,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:06:08.0 UTC+02:00,2026-04-30 12:06:08.0 UTC+02:00,1,1.7,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2967.681,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,12,0,Reach RS3,824349ADB8F8C4C3
28,,,282521.220,4824791.781,50.901,0,-5.69201426,43.54438512,50.901,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:06:11.8 UTC+02:00,2026-04-30 12:06:11.8 UTC+02:00,1,1.6,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2969.992,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,12,0,Reach RS3,824349ADB8F8C4C3
29,,,282517.364,4824788.367,50.957,0,-5.69206057,43.54435329,50.957,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:06:15.2 UTC+02:00,2026-04-30 12:06:15.2 UTC+02:00,1,1.5,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2972.391,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
30,,,282509.730,4824787.266,51.059,0,-5.69215452,43.54434116,51.059,Global,0.012,0.010,0.015,0.016,1.934,m,FIX,RTK,2026-04-30 12:06:20.6 UTC+02:00,2026-04-30 12:06:20.6 UTC+02:00,1,1.8,2.1,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2971.663,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
31,,,282505.265,4824789.317,51.000,20,-5.69221055,43.54435831,51.000,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:06:24.4 UTC+02:00,2026-04-30 12:06:24.4 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2968.632,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
32,,,282500.312,4824793.227,50.951,50,-5.69227337,43.54439203,50.951,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:06:29.0 UTC+02:00,2026-04-30 12:06:29.0 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2963.684,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
33,,,282495.600,4824797.336,50.914,50,-5.69233327,43.54442762,50.914,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:06:33.6 UTC+02:00,2026-04-30 12:06:33.6 UTC+02:00,1,1.5,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2958.604,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
34,,,282490.106,4824801.386,50.891,20,-5.69240283,43.54446244,50.891,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:06:38.8 UTC+02:00,2026-04-30 12:06:38.8 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2953.407,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
35,,,282487.748,4824809.618,50.883,10,-5.69243528,43.54453580,50.883,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:06:45.2 UTC+02:00,2026-04-30 12:06:45.2 UTC+02:00,1,1.6,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2944.861,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
36,,,282488.421,4824815.181,50.876,0,-5.69242919,43.54458603,50.876,Global,0.010,0.012,0.013,0.016,1.934,m,FIX,RTK,2026-04-30 12:06:49.2 UTC+02:00,2026-04-30 12:06:49.2 UTC+02:00,1,1.6,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2939.604,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
37,,,282488.180,4824820.007,50.867,0,-5.69243410,43.54462937,50.867,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:06:52.8 UTC+02:00,2026-04-30 12:06:52.8 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2934.855,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
38,,,282486.611,4824822.050,50.934,0,-5.69245432,43.54464729,50.934,Global,0.010,0.010,0.013,0.014,1.934,m,FIX,RTK,2026-04-30 12:06:54.8 UTC+02:00,2026-04-30 12:06:54.8 UTC+02:00,1,1.6,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2932.506,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,12,0,Reach RS3,824349ADB8F8C4C3
39,,,282478.427,4824820.788,50.896,10,-5.69255501,43.54463355,50.896,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 12:07:02.2 UTC+02:00,2026-04-30 12:07:02.2 UTC+02:00,1,1.6,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2931.873,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,12,0,Reach RS3,824349ADB8F8C4C3
40,,,282473.073,4824818.488,50.914,20,-5.69262028,43.54461130,50.914,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:07:06.6 UTC+02:00,2026-04-30 12:07:06.6 UTC+02:00,1,1.5,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2932.906,XIXO3M,ETRS89 / UTM zone 30N,10,9,7,11,0,Reach RS3,824349ADB8F8C4C3
41,,,282468.614,4824816.583,50.828,20,-5.69267466,43.54459286,50.828,Global,0.010,0.010,0.014,0.014,1.934,m,FIX,RTK,2026-04-30 12:07:10.2 UTC+02:00,2026-04-30 12:07:10.2 UTC+02:00,1,1.6,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2933.768,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
42,,,282460.628,4824813.866,50.890,50,-5.69277232,43.54456610,50.890,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:07:16.4 UTC+02:00,2026-04-30 12:07:16.4 UTC+02:00,1,1.7,2.0,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2934.645,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
43,,,282456.157,4824813.245,50.982,50,-5.69282735,43.54455921,50.982,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:07:19.8 UTC+02:00,2026-04-30 12:07:19.8 UTC+02:00,1,1.7,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2934.268,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
44,,,282449.893,4824809.103,51.098,100,-5.69290315,43.54452013,51.098,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:07:27.2 UTC+02:00,2026-04-30 12:07:27.2 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2936.943,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
45,,,282446.571,4824810.847,51.156,100,-5.69294493,43.54453485,51.156,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:07:30.0 UTC+02:00,2026-04-30 12:07:30.0 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2934.522,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
46,,,282442.056,4824810.425,51.249,100,-5.69300057,43.54452974,51.249,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:07:34.0 UTC+02:00,2026-04-30 12:07:34.0 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2933.963,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
47,,,282436.288,4824808.639,51.442,10,-5.69307118,43.54451200,51.442,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:07:39.2 UTC+02:00,2026-04-30 12:07:39.2 UTC+02:00,1,1.6,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2934.473,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
48,,,282432.322,4824807.365,51.574,10,-5.69311971,43.54449938,51.574,Global,0.010,0.010,0.015,0.014,1.934,m,FIX,RTK,2026-04-30 12:07:42.6 UTC+02:00,2026-04-30 12:07:42.6 UTC+02:00,1,1.7,2.0,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2934.876,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
49,,,282425.502,4824805.364,52.082,0,-5.69320324,43.54447939,52.082,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:07:48.0 UTC+02:00,2026-04-30 12:07:48.0 UTC+02:00,1,1.7,2.0,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2935.388,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
50,,,282420.890,4824806.484,52.441,0,-5.69326072,43.54448812,52.441,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:07:51.4 UTC+02:00,2026-04-30 12:07:51.4 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2933.325,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
51,,,282419.290,4824809.242,52.323,0,-5.69328160,43.54451247,52.323,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:07:53.8 UTC+02:00,2026-04-30 12:07:53.8 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2930.302,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
52,,,282420.120,4824815.978,51.795,10,-5.69327404,43.54457329,51.795,Global,0.010,0.012,0.014,0.016,1.934,m,FIX,RTK,2026-04-30 12:07:59.4 UTC+02:00,2026-04-30 12:07:59.4 UTC+02:00,1,2.5,3.1,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2923.907,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
53,,,282422.021,4824821.768,51.467,100,-5.69325285,43.54462592,51.467,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 12:08:05.0 UTC+02:00,2026-04-30 12:08:05.0 UTC+02:00,1,1.9,2.3,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2918.653,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
54,,,282424.197,4824830.927,51.095,80,-5.69322962,43.54470893,51.095,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:08:12.8 UTC+02:00,2026-04-30 12:08:12.8 UTC+02:00,1,1.3,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2910.170,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
55,,,282425.467,4824839.263,51.032,70,-5.69321726,43.54478428,51.032,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:08:19.8 UTC+02:00,2026-04-30 12:08:19.8 UTC+02:00,1,1.5,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2902.295,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
56,,,282426.252,4824844.507,51.063,50,-5.69320965,43.54483168,51.063,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:08:24.0 UTC+02:00,2026-04-30 12:08:24.0 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2897.337,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
57,,,282427.553,4824849.661,50.943,50,-5.69319562,43.54487841,50.943,Global,0.010,0.014,0.017,0.017,1.934,m,FIX,RTK,2026-04-30 12:08:28.2 UTC+02:00,2026-04-30 12:08:28.2 UTC+02:00,1,2.0,2.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2892.583,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
58,,,282428.373,4824857.744,50.823,10,-5.69318872,43.54495135,50.823,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:08:34.6 UTC+02:00,2026-04-30 12:08:34.6 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2884.869,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
59,,,282431.042,4824867.978,50.735,100,-5.69315983,43.54504417,50.735,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:08:43.6 UTC+02:00,2026-04-30 12:08:43.6 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2875.452,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
60,,,282436.174,4824879.099,50.688,20,-5.69310083,43.54514570,50.688,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:08:58.0 UTC+02:00,2026-04-30 12:08:58.0 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2865.708,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
61,,,282436.413,4824882.522,50.623,20,-5.69309925,43.54517656,50.623,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:09:03.8 UTC+02:00,2026-04-30 12:09:03.8 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2862.423,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
62,,,282427.320,4824884.871,50.638,20,-5.69321262,43.54519503,50.638,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:09:15.4 UTC+02:00,2026-04-30 12:09:15.4 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2858.171,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
63,,,282422.964,4824884.705,50.764,80,-5.69326641,43.54519227,50.764,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:09:20.6 UTC+02:00,2026-04-30 12:09:20.6 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2857.399,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
