Name,Code,Code description,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,Device type,Device serial number
145,,,282371.810,4824912.062,50.993,80,-5.69390990,43.54542341,50.993,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:17:00.0 UTC+02:00,2026-04-30 12:17:00.0 UTC+02:00,1,1.1,1.2,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2820.149,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
146,,,282375.843,4824912.375,51.014,100,-5.69386016,43.54542741,51.014,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:17:04.2 UTC+02:00,2026-04-30 12:17:04.2 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2820.640,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
147,,,282379.558,4824912.504,50.950,100,-5.69381428,43.54542964,50.950,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:17:08.6 UTC+02:00,2026-04-30 12:17:08.6 UTC+02:00,1,1.3,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2821.257,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
148,,,282382.112,4824912.977,50.983,100,-5.69378288,43.54543464,50.983,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:17:11.6 UTC+02:00,2026-04-30 12:17:11.6 UTC+02:00,1,1.3,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2821.305,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
149,,,282385.450,4824913.870,50.949,80,-5.69374196,43.54544365,50.949,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:17:15.8 UTC+02:00,2026-04-30 12:17:15.8 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2821.105,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
150,,,282390.485,4824913.286,50.911,100,-5.69367947,43.54543986,50.911,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:17:21.8 UTC+02:00,2026-04-30 12:17:21.8 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2822.700,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
151,,,282393.184,4824911.226,50.834,100,-5.69364528,43.54542212,50.834,Global,0.010,0.010,0.013,0.014,1.934,m,FIX,RTK,2026-04-30 12:17:25.8 UTC+02:00,2026-04-30 12:17:25.8 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2825.268,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
152,,,282394.049,4824908.622,50.817,100,-5.69363353,43.54539896,50.817,Global,0.010,0.010,0.013,0.014,1.934,m,FIX,RTK,2026-04-30 12:17:29.0 UTC+02:00,2026-04-30 12:17:29.0 UTC+02:00,1,1.7,2.0,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2827.993,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
153,,,282393.419,4824904.483,50.804,100,-5.69363967,43.54536154,50.804,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 12:17:34.0 UTC+02:00,2026-04-30 12:17:34.0 UTC+02:00,1,1.7,2.0,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2831.912,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
154,,,282393.120,4824902.278,50.800,100,-5.69364247,43.54534163,50.800,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:17:36.4 UTC+02:00,2026-04-30 12:17:36.4 UTC+02:00,1,1.3,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2834.008,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
155,,,282393.616,4824896.991,51.012,100,-5.69363423,43.54529422,51.012,Global,0.010,0.010,0.015,0.014,1.934,m,FIX,RTK,2026-04-30 12:17:41.2 UTC+02:00,2026-04-30 12:17:41.2 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2839.273,XIXO3M,ETRS89 / UTM zone 30N,8,8,7,12,0,Reach RS3,824349ADB8F8C4C3
156,,,282393.412,4824892.896,51.005,100,-5.69363511,43.54525733,51.005,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 12:17:44.8 UTC+02:00,2026-04-30 12:17:44.8 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2843.237,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
157,,,282392.088,4824886.297,51.083,100,-5.69364884,43.54519759,51.083,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:17:50.2 UTC+02:00,2026-04-30 12:17:50.2 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2849.422,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
158,,,282393.860,4824882.481,51.103,50,-5.69362540,43.54516378,51.103,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:17:54.4 UTC+02:00,2026-04-30 12:17:54.4 UTC+02:00,1,1.1,1.2,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2853.514,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
159,,,282395.357,4824873.496,51.136,100,-5.69360328,43.54508340,51.136,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:18:02.4 UTC+02:00,2026-04-30 12:18:02.4 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2862.607,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
160,,,282393.896,4824868.789,51.241,100,-5.69361946,43.54504064,51.241,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:18:06.4 UTC+02:00,2026-04-30 12:18:06.4 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2866.914,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
161,,,282391.465,4824862.637,51.403,100,-5.69364706,43.54498460,51.403,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:18:11.8 UTC+02:00,2026-04-30 12:18:11.8 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2872.441,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
162,,,282390.014,4824857.714,51.522,100,-5.69366302,43.54493990,51.522,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:18:16.2 UTC+02:00,2026-04-30 12:18:16.2 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2876.965,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
163,,,282389.241,4824853.801,51.905,100,-5.69367101,43.54490448,51.905,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 12:18:19.4 UTC+02:00,2026-04-30 12:18:19.4 UTC+02:00,1,1.3,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2880.628,XIXO3M,ETRS89 / UTM zone 30N,8,8,7,12,0,Reach RS3,824349ADB8F8C4C3
164,,,282388.454,4824849.410,52.153,20,-5.69367899,43.54486476,52.153,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:18:23.4 UTC+02:00,2026-04-30 12:18:23.4 UTC+02:00,1,1.2,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2884.762,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
165,,,282387.130,4824844.271,52.650,0,-5.69369330,43.54481815,52.650,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:18:28.2 UTC+02:00,2026-04-30 12:18:28.2 UTC+02:00,1,1.6,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2889.515,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
166,,,282387.772,4824840.198,53.012,0,-5.69368373,43.54478170,53.012,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:18:31.8 UTC+02:00,2026-04-30 12:18:31.8 UTC+02:00,1,1.3,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2893.618,XIXO3M,ETRS89 / UTM zone 30N,8,8,7,12,0,Reach RS3,824349ADB8F8C4C3
167,,,282391.778,4824837.592,52.696,20,-5.69363315,43.54475943,52.696,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:18:36.4 UTC+02:00,2026-04-30 12:18:36.4 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2896.976,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
168,,,282398.223,4824836.399,52.050,100,-5.69355297,43.54475058,52.050,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:18:41.4 UTC+02:00,2026-04-30 12:18:41.4 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2899.457,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
169,,,282401.868,4824836.356,51.903,180,-5.69350789,43.54475126,51.903,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:18:44.4 UTC+02:00,2026-04-30 12:18:44.4 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2900.239,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
170,,,282408.408,4824837.006,51.373,90,-5.69342728,43.54475901,51.373,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:18:49.6 UTC+02:00,2026-04-30 12:18:49.6 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2900.952,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
171,,,282414.496,4824837.168,51.294,100,-5.69335207,43.54476224,51.294,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:18:54.6 UTC+02:00,2026-04-30 12:18:54.6 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2902.047,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
172,,,282420.582,4824838.204,51.149,100,-5.69327723,43.54477333,51.149,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:18:59.6 UTC+02:00,2026-04-30 12:18:59.6 UTC+02:00,1,1.2,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2902.303,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
173,,,282431.501,4824843.367,51.010,50,-5.69314429,43.54482295,51.010,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:19:09.4 UTC+02:00,2026-04-30 12:19:09.4 UTC+02:00,1,1.3,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2899.564,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
174,,,282436.849,4824846.307,50.956,100,-5.69307934,43.54485095,50.956,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:19:15.2 UTC+02:00,2026-04-30 12:19:15.2 UTC+02:00,1,1.3,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2897.838,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
175,,,282442.410,4824849.421,50.860,0,-5.69301183,43.54488058,50.860,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:19:21.6 UTC+02:00,2026-04-30 12:19:21.6 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2896.002,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
176,,,282446.453,4824849.941,50.847,10,-5.69296204,43.54488644,50.847,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:19:26.0 UTC+02:00,2026-04-30 12:19:26.0 UTC+02:00,1,1.1,1.3,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2896.373,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
177,,,282449.651,4824846.195,50.892,5,-5.69292100,43.54485367,50.892,Global,0.010,0.010,0.013,0.014,1.934,m,FIX,RTK,2026-04-30 12:19:31.2 UTC+02:00,2026-04-30 12:19:31.2 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2900.723,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
178,,,282449.522,4824841.504,50.852,20,-5.69292072,43.54481145,50.852,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:19:36.4 UTC+02:00,2026-04-30 12:19:36.4 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2905.269,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
179,,,282448.181,4824837.205,50.950,80,-5.69293557,43.54477239,50.950,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 12:19:41.2 UTC+02:00,2026-04-30 12:19:41.2 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2909.166,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
180,,,282446.807,4824832.962,50.962,100,-5.69295087,43.54473383,50.962,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 12:19:45.6 UTC+02:00,2026-04-30 12:19:45.6 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2913.005,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
181,,,282445.141,4824827.260,50.985,60,-5.69296918,43.54468206,50.985,Global,0.010,0.010,0.014,0.014,1.934,m,FIX,RTK,2026-04-30 12:19:51.6 UTC+02:00,2026-04-30 12:19:51.6 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2918.206,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
182,,,282445.004,4824820.999,51.064,60,-5.69296836,43.54462570,51.064,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:19:57.6 UTC+02:00,2026-04-30 12:19:57.6 UTC+02:00,1,1.3,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2924.283,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
183,,,282445.484,4824811.075,51.130,90,-5.69295845,43.54453659,51.130,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:20:06.6 UTC+02:00,2026-04-30 12:20:06.6 UTC+02:00,1,1.3,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2934.067,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
184,,,282445.892,4824807.284,51.229,20,-5.69295189,43.54450261,51.229,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 12:20:11.4 UTC+02:00,2026-04-30 12:20:11.4 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2937.850,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
185,,,282445.808,4824800.559,51.483,70,-5.69295023,43.54444210,51.483,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:20:17.8 UTC+02:00,2026-04-30 12:20:17.8 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2944.387,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
186,,,282446.284,4824795.985,51.717,20,-5.69294252,43.54440109,51.717,Global,0.010,0.010,0.016,0.014,1.934,m,FIX,RTK,2026-04-30 12:20:28.0 UTC+02:00,2026-04-30 12:20:28.0 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2948.946,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
187,,,282447.486,4824790.340,51.933,0,-5.69292539,43.54435067,51.933,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 12:20:33.6 UTC+02:00,2026-04-30 12:20:33.6 UTC+02:00,1,1.2,1.3,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2954.705,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
188,,,282450.473,4824786.309,52.104,0,-5.69288684,43.54431529,52.104,Global,0.010,0.010,0.016,0.014,1.934,m,FIX,RTK,2026-04-30 12:20:37.6 UTC+02:00,2026-04-30 12:20:37.6 UTC+02:00,1,2.0,2.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2959.273,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
189,,,282453.313,4824784.899,52.139,0,-5.69285116,43.54430343,52.139,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:20:40.0 UTC+02:00,2026-04-30 12:20:40.0 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2961.259,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
190,,,282458.089,4824785.947,51.808,0,-5.69279252,43.54431425,51.808,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:20:43.6 UTC+02:00,2026-04-30 12:20:43.6 UTC+02:00,1,1.3,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2961.281,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
191,,,282461.555,4824787.722,51.618,10,-5.69275038,43.54433122,51.618,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 12:20:46.8 UTC+02:00,2026-04-30 12:20:46.8 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2960.311,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
192,,,282467.415,4824790.791,51.374,20,-5.69267916,43.54436054,51.374,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:20:52.2 UTC+02:00,2026-04-30 12:20:52.2 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2958.613,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
193,,,282472.199,4824793.742,51.144,60,-5.69262118,43.54438847,51.144,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:20:56.8 UTC+02:00,2026-04-30 12:20:56.8 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2956.804,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
194,,,282480.319,4824798.239,50.967,30,-5.69252258,43.54443129,50.967,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:21:03.8 UTC+02:00,2026-04-30 12:21:03.8 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2954.247,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
195,,,282487.763,4824802.407,50.949,10,-5.69243221,43.54447095,50.949,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:21:10.2 UTC+02:00,2026-04-30 12:21:10.2 UTC+02:00,1,1.1,1.3,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2951.877,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
196,,,282492.461,4824803.593,50.921,10,-5.69237459,43.54448298,50.921,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:21:14.0 UTC+02:00,2026-04-30 12:21:14.0 UTC+02:00,1,1.3,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2951.799,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
197,,,282497.297,4824798.879,50.985,70,-5.69231291,43.54444199,50.985,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:21:21.4 UTC+02:00,2026-04-30 12:21:21.4 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2957.493,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
198,,,282498.410,4824795.297,50.911,70,-5.69229771,43.54441009,50.911,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:21:25.2 UTC+02:00,2026-04-30 12:21:25.2 UTC+02:00,1,1.3,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2961.235,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
199,,,282500.435,4824790.524,50.977,50,-5.69227076,43.54436775,50.977,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:21:29.6 UTC+02:00,2026-04-30 12:21:29.6 UTC+02:00,1,1.3,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2966.340,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
200,,,282505.866,4824782.981,51.144,10,-5.69220058,43.54430149,51.144,Global,0.010,0.010,0.015,0.014,1.934,m,FIX,RTK,2026-04-30 12:21:37.0 UTC+02:00,2026-04-30 12:21:37.0 UTC+02:00,1,2.3,2.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2974.924,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
201,,,282508.746,4824780.740,51.153,0,-5.69216407,43.54428218,51.153,Global,0.010,0.010,0.016,0.014,1.934,m,FIX,RTK,2026-04-30 12:21:40.0 UTC+02:00,2026-04-30 12:21:40.0 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2977.771,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
202,,,282514.840,4824778.822,51.123,0,-5.69208795,43.54426670,51.123,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:21:44.8 UTC+02:00,2026-04-30 12:21:44.8 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2981.060,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
203,,,282521.949,4824779.729,51.035,10,-5.69200041,43.54427693,51.035,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:21:50.4 UTC+02:00,2026-04-30 12:21:50.4 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2981.859,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
204,,,282529.591,4824779.977,51.051,10,-5.69190602,43.54428139,51.051,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:22:05.8 UTC+02:00,2026-04-30 12:22:05.8 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2983.438,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
205,,,282540.668,4824779.388,50.971,20,-5.69176882,43.54427931,50.971,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:22:15.0 UTC+02:00,2026-04-30 12:22:15.0 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2986.684,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
206,,,282547.349,4824779.291,50.941,20,-5.69168618,43.54428039,50.941,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:22:20.0 UTC+02:00,2026-04-30 12:22:20.0 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2988.408,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
207,,,282554.196,4824779.231,50.940,20,-5.69160149,43.54428185,50.940,Global,0.010,0.010,0.013,0.014,1.934,m,FIX,RTK,2026-04-30 12:22:25.4 UTC+02:00,2026-04-30 12:22:25.4 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2990.151,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
